county,pop_2022,log_population,pct_pov_2021
Virginia Beach city,455618,13.02941002,9.4
Waynesboro city,22808,10.03486663,12.3
Williamsburg city,15909,9.674640266,19.3
Winchester city,27936,10.23767146,12.5
Adams County,20961,9.950418847,16
Asotin County,22508,10.02162608,13.9
Benton County,212791,12.26806574,10.6
Chelan County,79926,11.28885649,10.8
Clallam County,77805,11.26196098,12
Clark County,516779,13.1553706,9
Columbia County,4026,8.300528606,13.2
Cowlitz County,111956,11.62586122,12.6
Douglas County,44192,10.69629906,10
Ferry County,7448,8.915700819,17.5
Franklin County,98678,11.4996173,11.8
Garfield County,2363,7.767687277,13.2
Grant County,101311,11.52595027,11.7
Grays Harbor County,77038,11.25205409,13.7
Island County,86625,11.36934374,8.1
Jefferson County,33589,10.42195391,11.2
King County,2266789,14.63387485,9.3
Kitsap County,277673,12.53419944,8.7
Kittitas County,45189,10.71860897,14.4
Klickitat County,23271,10.05496323,13
Lewis County,85370,11.35475003,13.5
Lincoln County,11601,9.35884658,11.3
Mason County,68166,11.12970119,12.6
Okanogan County,43127,10.67190453,16
Pacific County,24113,10.09050639,13.4
Pend Oreille County,14179,9.559517276,15.9
Pierce County,927380,13.74011869,8.2
San Juan County,18662,9.83424465,10.8
Skagit County,131179,11.78431808,11.6
Skamania County,12460,9.430278792,10.9
Snohomish County,840079,13.64125121,7.2
Spokane County,549690,13.21710976,11.2
Stevens County,48229,10.78371578,13.6
Thurston County,298758,12.60738916,9.9
Wahkiakum County,4688,8.452761331,11.7
Walla Walla County,61890,11.03311389,12.1
Whatcom County,230677,12.34877374,13
Whitman County,47619,10.77098712,18.1
Yakima County,257001,12.45683525,14.7
Barbour County,15414,9.643031466,19.7
Berkeley County,129490,11.77135894,9.9
Boone County,20968,9.950752745,24.7
Braxton County,12185,9.407960966,21.3
Brooke County,21733,9.986587122,13
Cabell County,92730,11.43744732,19
Calhoun County,6068,8.71078434,23.8
Clay County,7814,8.963672276,22.3
Doddridge County,7698,8.948715834,18.1
Fayette County,39487,10.58372678,19.9
Gilmer County,7325,8.899048434,25.3
Grant County,10968,9.302737221,15.2
Greenbrier County,32435,10.38699337,18.9
Hampshire County,23468,10.06339307,15.9
Hancock County,28172,10.24608386,14.9
Hardy County,14192,9.560433705,17.5
Harrison County,64915,11.080834,14.6
Jackson County,27716,10.22976514,15.4
Jefferson County,58979,10.98493673,9.7
Kanawha County,175515,12.07547979,15.9
Lewis County,16767,9.727167948,17.9
Lincoln County,19901,9.898525261,20.3
Logan County,31316,10.35188443,23.5
McDowell County,17850,9.789758787,31.7
Marion County,55952,10.93224946,15.1
Marshall County,29752,10.30065164,16.4
Mason County,25000,10.1266311,18.6
Mercer County,58700,10.98019501,18.1
Mineral County,26855,10.1982073,13.5
Mingo County,22573,10.02450978,31.1
Monongalia County,106869,11.57935906,18.3
Monroe County,12296,9.417029285,15.3
Morgan County,17430,9.765948139,12.8
Nicholas County,24335,10.09967092,19.8
Ohio County,41447,10.63217078,14.7
Pendleton County,6011,8.701346403,16
Pleasants County,7586,8.934059722,14.3
Pocahontas County,7819,8.964311948,16.2
Preston County,34172,10.43916187,14.3
Putnam County,57015,10.95106967,10.1
Raleigh County,72882,11.19659697,22
Randolph County,27600,10.22557105,17.6
Ritchie County,8207,9.012742728,19.2
Roane County,13834,9.534884609,18.2
Summers County,11762,9.372629275,24.8
Taylor County,16342,9.70149376,16
Tucker County,6568,8.789964651,14.7
Tyler County,8183,9.009814111,14
Upshur County,23712,10.07373653,18.6
Wayne County,37998,10.54528881,16.2
Webster County,8167,9.007856923,25.2
Wetzel County,14025,9.54859673,16.4
Wirt County,5091,8.535229554,17.7
Wood County,83340,11.3306839,14.7
Wyoming County,20527,9.929496372,25
Adams County,21226,9.962982124,15.2
Ashland County,16039,9.682778535,14.6
Barron County,46843,10.75455686,9.2
Bayfield County,16608,9.717639786,11.6
Brown County,270036,12.50631056,9.3
Buffalo County,13391,9.502338118,8.9
Burnett County,17036,9.743084031,12.2
Calumet County,52718,10.87271223,5.3
Chippewa County,66807,11.10956314,9.9
Clark County,34691,10.45423557,12.4
Columbia County,58193,10.97152035,7.7
Crawford County,16007,9.680781406,11.9
Dane County,568203,13.25023403,11.3
Dodge County,88282,11.38829152,8.5
Door County,30526,10.32633406,8.7
Douglas County,44144,10.6952123,14.4
Dunn County,45651,10.72878079,12.2
Eau Claire County,106837,11.57905959,12.5
Florence County,4688,8.452761331,10.5
Fond du Lac County,103836,11.55056801,8.1
Forest County,9381,9.146441646,13.7
Grant County,51276,10.84497809,12.6
Green County,36816,10.51368781,7.1
Green Lake County,19220,9.863706683,13
Iowa County,23865,10.08016823,7.5
Iron County,6224,8.736168066,12.2
Jackson County,20836,9.944437539,12.6
Jefferson County,85784,11.35958779,7.5
Juneau County,26866,10.19861683,13.9
Kenosha County,167817,12.03062938,10.7
Kewaunee County,20623,9.934162237,7.7
La Crosse County,120294,11.69769403,12.1
Lafayette County,16877,9.733707027,9.8
Langlade County,19559,9.881190818,12.2
Lincoln County,28376,10.253299,10.2
Manitowoc County,81172,11.30432564,10.7
Marathon County,137958,11.83470457,7.6
Marinette County,41988,10.64513914,9.3
Marquette County,15779,9.666435221,12
Menominee County,4197,8.342125263,24.2
Milwaukee County,918661,13.73067245,17.8
Monroe County,46109,10.73876344,11.4
Oconto County,39633,10.58741738,8.3
Oneida County,38212,10.55090488,9.2
Outagamie County,192127,12.16591189,7.3
Ozaukee County,93009,11.44045154,4.7
Pepin County,7410,8.910585718,9.8
Pierce County,42532,10.65801201,8.5
Polk County,45709,10.73005049,8.5
Portage County,70718,11.16645542,10.4
Price County,14179,9.559517276,11.7
Racine County,195846,12.18508392,12.4
Richland County,17090,9.746248776,13.7
Rock County,164060,12.00798749,10.1
Rusk County,14186,9.560010842,13.8
St. Croix County,96017,11.47228054,5.4
Sauk County,65777,11.09402551,9.7
Sawyer County,18559,9.828710126,14.4
Shawano County,40886,10.61854299,9.7
Sheboygan County,117841,11.67709154,8.7
Taylor County,19975,9.902236771,10.3
Trempealeau County,30899,10.3384791,9.6
Vernon County,31060,10.3436761,14.7
Vilas County,23763,10.07588503,11.5
Walworth County,105380,11.56532814,10.3
Washburn County,16911,9.735719577,11.8
Washington County,137688,11.83274553,5.2
Waukesha County,410434,12.92497042,5
Waupaca County,51488,10.84910405,10
Waushara County,24999,10.1265911,12.9
Winnebago County,170718,12.04776835,11
Wood County,73993,11.21172577,11.3
Albany County,38031,10.5461569,17.7
Big Horn County,11855,9.380504998,12.6
Campbell County,47058,10.75913616,8.5
Carbon County,14542,9.584796293,12.3
Converse County,13786,9.531408863,9.7
Crook County,7448,8.915700819,7.5
Fremont County,39472,10.58334684,14.8
Goshen County,12562,9.438431663,13
Hot Springs County,4588,8.431199478,13.1
Johnson County,8730,9.074520649,10
Laramie County,100723,11.52012945,9.9
Lincoln County,20660,9.935954743,7.6
Natrona County,79601,11.28478193,10.7
Niobrara County,2380,7.774855767,15.6
Park County,30518,10.32607195,11.4
Platte County,8645,9.064736398,11.7
Sheridan County,32096,10.37648669,9.5
Sublette County,8763,9.078293591,7.1
Sweetwater County,41345,10.62970677,9.2
Teton County,23287,10.05565054,5.9
Uinta County,20712,9.938468521,9.4
Washakie County,7719,8.951440101,10.2
Weston County,6860,8.833462721,10.4
